,pc,ld,m0,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,ma,pred
170,3,106.43,31.5,5.6,73.5,15.0392,127.68,14.8992,174.762,10.384,224.826,9.6752,153.9615,16.1224,114.219,12.4992,129.024,3,0
171,4,126.41,31.5,4.0,31.5,14.72,114.3555,13.5296,172.389,9.4056,201.4215,9.78,188.664,14.2048,132.09,12.5208,185.724,1,0
172,4,154.06,136.5,3.2,73.5,13.9928,126.4935,13.8312,165.4485,11.564,204.6765,9.6656,176.589,15.334764208456244,108.3705,12.016,168.189,1,0
173,3,121.6,84.0,3.2,63.0,13.964,116.718,13.4448,185.745,11.5496,185.955,9.1168,156.7545,16.296,120.2775,12.3936,167.727,3,0
174,0,94.23,21.0,13.6,10.5,13.7912,131.082,14.5584,170.8665,9.3352,188.1915,10.4712,163.6215,14.372,94.5735,11.7784,173.187,2,0
175,2,169.53,31.5,4.8,73.5,13.5552,126.21,14.4232,186.7845,9.3504,200.5815,9.8872,158.6235,13.9592,133.371,12.6112,181.797,0,0
176,3,126.17,84.0,2.4,73.5,14.5008,123.2073365962834,13.4936,180.4635,10.0136,202.398,9.608,165.732,16.2,138.3795,12.6408,156.6495,3,0
177,3,94.27,115.5,0.8,31.5,15.0072,136.4685,14.22,178.1955,9.8832,204.246,7.5864,166.803,14.3688,115.983,12.5184,181.986,3,0
178,3,161.91,157.5,11.2,147.0,13.776,112.623,13.376,192.1395,10.7928,197.2845,9.143454445837396,153.4995,14.0816,117.222,12.0088,182.0385,3,1
179,1,183.19,42.0,4.0,52.5,13.3536,121.821,12.8432,190.2495,9.248,191.877,8.6744,177.093,13.7864,120.036,13.1464,158.424,3,1
180,3,173.71,84.0,6.4,73.5,15.06,119.427,13.8176,184.7055,9.2368,194.943,8.668,165.48,15.7,138.642,12.7328,160.545,3,0
181,3,124.87,42.0,13.6,73.5,14.2,132.279,13.1336,201.5265,8.448,206.178,9.7176,170.289,14.2144,91.434,12.8024,187.9815,3,0
182,3,85.0,31.5,7.2,42.0,14.6336,110.1345,14.3192,181.6605,7.4184,202.1355,8.0904,167.4855,16.3832,130.053,11.9888,143.535,3,0
183,0,131.98,115.5,8.0,52.5,15.0824,121.4115,15.4088,184.6845,8.0288,197.5575,9.1736,151.347,15.334764208456244,132.4995,12.1624,191.226,2,1
184,4,118.21,52.5,5.6,63.0,15.7448,126.42,13.316,189.567,9.5544,196.2765,8.6048,198.5655,15.2072,149.0055,11.8128,160.587,1,0
185,2,105.99,73.5,0.0,126.0,15.4064,106.365,13.852,175.329,8.7936,184.4535,9.5488,163.023,16.54,122.661,13.3688,168.5308173850917,0,0
186,1,164.9,52.5,1.6,94.5,15.3696,130.725,14.0688,180.075,8.4848,195.027,9.492,163.3485,17.94,132.006,12.428,165.4695,3,0
187,0,137.49,42.0,5.6,63.0,14.0696,120.8235,13.5984,182.427,8.6568,205.023,9.9584,145.6245,16.1232,139.377,11.4352,165.417,2,0
188,4,164.31,105.0,3.2,52.5,14.5184,123.522,15.2552,195.8355,9.7416,175.875,9.9304,210.8085,15.9984,119.9835,11.8496,161.448,1,1
189,2,124.14,10.5,8.8,126.0,13.8048,111.4785,13.9176,167.2125,8.1248,179.235,8.8576,161.784,17.4824,126.252,12.3504,171.591,0,1
190,3,108.18,52.5,11.2,84.0,13.352,127.3545,13.5616,199.395,9.7776,185.9445,9.1088,164.6085,14.0672,91.3185,12.52185326061181,192.717,3,0
191,1,125.87,94.5,1.6,63.0,15.14,110.7435,13.1752,191.877,8.2744,216.8985,9.148,169.2395625349097,16.4952,133.5915,12.52185326061181,165.6795,3,0
192,3,84.13,63.0,6.4,94.5,14.384,115.374,12.2624,177.219,10.2296,193.5465,9.7672,150.906,16.3776,107.5095,13.964,156.8805,3,0
193,1,109.25,126.0,2.4,84.0,14.208,121.9785,12.4416,169.386,9.264,201.747,10.328,178.9515,16.288,137.6865,12.5704,185.0205,3,1
194,0,144.48,63.0,6.4,84.0,13.5984,116.13,14.1352,178.059,9.204,210.861,10.3024,169.2395625349097,16.0352,122.9445,11.9696,142.359,2,1
195,3,106.5,31.5,8.0,84.0,13.4352,119.469,12.952,208.5405,9.94,191.499,8.7896,170.6565,14.5184,119.3115,13.5848,183.5925,3,1
196,0,155.87,84.0,11.2,21.0,14.0288,138.8205,13.8384,190.281,9.2344,203.952,9.143454445837396,152.3865,14.2208,118.7655,13.5048,182.385,2,1
197,4,140.83,94.5,12.0,63.0,14.1616,142.5585,12.4816,165.102,9.0448,194.7435,9.68,160.0095,15.3336,125.7795,12.436,161.091,1,0
198,2,131.54,10.5,9.6,31.5,15.088,121.317,13.3032,188.1915,9.0992,194.271,9.8568,155.211,15.334764208456244,134.232,10.556,168.5308173850917,0,0
199,4,70.08,84.0,8.0,115.5,12.7744,117.8835,12.7424,174.342,9.0208,218.274,9.868,172.2945,14.7048,120.5505,12.52185326061181,168.8925,1,0
200,1,197.46,136.5,0.8,94.5,15.5568,136.206,13.9264,205.2855,9.576,194.3025,8.2,167.412,14.9024,140.6475,11.996,161.553,3,1
201,3,105.9,63.0,6.4,31.5,13.5384,98.0595,13.69768284260269,195.384,9.452,202.461,9.7264,158.5605,15.334764208456244,110.124,12.5064,168.5308173850917,3,1
202,2,168.41,115.5,7.2,73.5,15.1176,140.3115,13.4832,189.0,9.14,198.702,9.1496,157.752,16.2728,130.242,10.4592,186.648,0,0
203,4,86.9,105.0,8.8,52.5,14.5744,124.404,13.912,177.5865,9.308,208.4565,8.9168,157.8255,14.952,115.899,12.52185326061181,158.2875,1,1
204,0,85.31,73.5,8.8,31.5,15.5768,121.842,13.69768284260269,175.119,8.1872,213.801,10.384,159.4425,15.6856,128.8245,13.048,165.207,2,0
205,2,112.0,42.0,8.0,115.5,13.9544,107.6985,13.6792,194.2185,9.3544,211.1025,9.1968,154.7175,18.7136,129.9165,12.0808,171.7695,0,0
206,3,152.41,84.0,4.0,73.5,15.1776,131.9325,12.6128,178.857,8.6976,208.8555,8.7816,155.904,14.52,94.605,13.1376,150.5805,3,0
207,2,106.75,94.5,3.2,52.5,14.564,125.58,13.8792,169.197,9.7328,206.5245,9.4208,176.9985,13.52,129.024,13.7648,179.613,0,0
208,1,194.94,126.0,1.6,42.0,13.8208,113.715,13.1536,181.629,9.092,194.544,9.4968,169.2395625349097,15.388,138.9885,12.276,173.019,3,1
209,2,104.32,21.0,10.4,63.0,13.9056,109.0425,13.2248,196.035,9.004,195.5835,8.5016,189.9765,16.1976,130.9875,13.0624,179.4975,0,1
210,3,150.55,73.5,5.6,21.0,13.1072,128.3205,12.7712,186.48,7.3056,193.6515,8.4584,170.8665,16.564,108.15,12.4808,140.385,3,0
211,0,129.44,52.5,9.6,42.0,15.1528,128.3835,14.712,177.618,8.1424,205.0335,9.2264,172.977,14.472,132.1425,12.0024,144.837,2,0
212,3,181.97,94.5,6.4,115.5,13.7864,119.1225,12.732,174.804,8.7576,204.3825,9.5808,177.7335,16.3304,139.503,11.8664,144.3225,3,0
213,2,127.89390483856542,31.5,4.8,52.5,13.8872,129.0135,13.76,187.4355,8.1008,207.0915,7.3616,199.7415,12.44,132.8565,15.2952,192.276,0,0
214,1,126.88,94.5,0.8,115.5,15.1488,121.2645,13.0936,170.226,9.380174600844192,192.6435,9.5472,179.1615,16.3136,128.73,13.4,168.5308173850917,3,0
215,1,150.64,157.5,3.2,42.0,15.416,128.0265,12.9064,185.724,7.9256,198.7125,8.8936,175.119,16.788,130.6515,11.7272,168.5308173850917,3,1
216,0,97.3,73.5,4.0,21.0,13.9656,120.498,14.64,182.4795,9.3216,203.4585,8.6264,178.899,14.4744,124.0155,12.7056,186.1545,2,0
217,1,120.28,73.5,8.0,63.0,13.74,123.2073365962834,13.1616,177.0405,9.5672,210.42,9.0336,159.6525,16.2904,129.2445,13.7552,184.7685,3,1
218,1,135.73,52.5,6.4,84.0,14.924,121.9155,14.7944,180.2325,8.336,199.78686732152738,8.8368,166.194,14.9368,138.0855,12.7216,145.9815,3,0
219,2,115.98,31.5,4.0,94.5,15.204,140.448,13.0352,164.598,9.1304,199.78686732152738,7.1768,149.94,14.4856,110.145,11.3232,141.141,0,0
220,4,114.25,42.0,4.8,52.5,15.0384,123.2073365962834,13.7616,177.366,10.3376,207.144,8.796,158.9385,17.38,122.86838824694618,12.1776,169.659,1,0
221,3,107.91,84.0,4.8,73.5,13.6824,125.475,14.6832,165.5745,9.8952,199.78686732152738,9.8648,166.4565,14.6272,120.4455,13.164,176.2005,3,0
222,3,130.42,84.0,8.0,52.5,14.5152,126.8505,12.0568,201.222,9.0008,204.1725,8.2192,160.6395,15.228,103.299,13.2776,158.991,3,0
223,0,83.99,0.0,8.0,10.5,16.1232,127.617,13.7896,168.945,9.3016,199.4475,8.7736,162.624,15.288,125.1705,12.7304,152.481,2,0
224,1,149.93,136.5,3.2,105.0,15.0416,129.2025,13.2808,181.8495,9.1776,193.872,9.2112,178.8885,14.4592,133.392,12.3792,164.6295,3,0
225,3,83.18,21.0,10.4,84.0,13.4816,119.511,13.5664,177.3135,9.8112,189.861,9.7568,145.7925,15.334764208456244,143.472,12.52185326061181,164.9445,3,0
226,3,147.95,126.0,4.8,94.5,13.0496,112.0035,14.8144,184.9575,9.1584,183.6135,9.3496,146.2965,16.1048,107.8455,11.5344,163.7475,3,1
227,3,72.78,105.0,4.0,52.5,13.8456,123.5955,13.012,191.1,7.7672,191.2155,11.6536,174.8985,15.5672,139.4295,12.52185326061181,163.7265,3,0
228,1,141.92,199.5,3.2,31.5,14.7008,125.1285,13.488,191.8875,8.332,190.0605,8.7328,146.2335,15.22,146.6115,12.4736,167.706,3,0
229,0,147.11,52.5,7.2,73.5,14.0,127.995,13.5,198.1455,8.3152,186.5325,9.143454445837396,166.089,14.7992,83.1705,13.032,172.788,2,1
230,4,153.48,63.0,3.2,63.0,12.7848,128.016,13.4984,205.3275,9.9392,204.918,10.5224,184.821,15.1856,132.2265,11.3664,145.509,1,0
231,3,307.74,94.5,9.6,84.0,14.2672,128.5725,12.1728,176.8935,10.5568,209.5275,8.0856,172.431,13.268,114.6705,14.3288,168.5308173850917,3,1
232,3,59.22,63.0,4.8,21.0,15.1976,106.8795,14.5344,205.6425,8.8912,212.982,10.1216,178.71,14.776,135.3765,10.712,154.8225,3,0
233,3,100.5,94.5,12.0,84.0,14.468,123.102,12.9992,173.1135,9.3992,198.6495,8.648,146.1915,13.9432,139.2825,12.0288,124.1205,3,0
234,3,183.35,52.5,4.8,21.0,13.5272,109.7355,13.956,190.8375,9.2368,192.066,10.2696,166.3095,16.2128,104.013,12.3504,150.654,3,0
235,1,121.54,115.5,3.2,10.5,13.2056,119.2905,12.5288,183.8943132959058,10.0224,217.6545,8.2936,191.6145,15.5768,122.86838824694618,12.312,154.7595,3,1
236,4,191.28,42.0,9.6,94.5,14.14,128.0055,12.7496,173.754,10.868,192.948,9.2656,136.1325,15.5416,124.5195,12.5512,141.267,1,1
237,0,139.54,84.0,8.0,63.0,15.6168,126.462,14.1072,197.0745,9.4,193.053,7.7496,184.4535,16.0736,113.8095,12.3648,147.525,2,0
238,1,105.56,168.0,3.2,52.5,13.8504,116.6025,14.2576,205.128,9.0888,193.368,9.3472,172.8825,14.944,108.465,12.196,191.8875,3,1
239,2,102.87,105.0,4.8,52.5,14.0424,120.6975,14.4744,183.855,10.3104,193.9035,9.1272,131.88,16.1208,122.86838824694618,14.168,168.7665,0,0
240,1,135.24,94.5,3.2,42.0,15.18,118.1355,15.2384,180.852,9.8376,198.996,9.143454445837396,180.999,13.776,140.574,12.9424,168.5308173850917,3,1
241,3,133.48,31.5,7.2,31.5,13.9464,121.6425,13.4512,175.7595,9.0344,204.813,9.8336,159.138,14.9696,113.295,13.9544,168.5308173850917,3,0
242,1,114.43,105.0,0.0,10.5,15.4296,129.4545,13.4064,188.6325,11.0488,215.8485,10.408,162.918,15.7928,122.86838824694618,13.7784,179.0565,3,0
243,0,92.58,63.0,4.8,31.5,14.8416,120.246,13.7784,172.9455,9.1072,206.1885,8.8504,171.255,17.2584,112.6545,13.7408,172.4205,2,0
244,0,173.94,10.5,8.0,42.0,14.1424,127.6695,13.6296,195.8355,9.292,187.8765,9.7504,201.915,14.688,140.4165,12.52185326061181,176.4105,2,0
245,0,98.66,52.5,4.8,31.5,14.716,116.13,12.8704,189.8085,8.5552,197.799,8.1856,175.7595,15.334764208456244,131.586,12.1984,189.294,2,1
246,0,162.61,42.0,5.6,31.5,14.5848,105.987,14.1248,184.4745,9.4024,201.5475,8.5896,167.874,14.5968,113.904,11.7136,179.2455,2,1
247,4,69.01,105.0,5.6,52.5,13.1616,126.546,13.0328,159.726,8.1784,202.797,9.128,173.5125,15.292,111.2895,12.2368,183.519,1,0
248,3,86.87,84.0,4.8,63.0,14.8752,115.6575,12.5584,162.687,10.2808,216.7515,8.88,161.4165,15.5904,138.264,12.9864,163.632,3,0
249,2,179.78,42.0,8.0,84.0,13.8544,111.8775,12.6584,189.315,9.1048,204.2565,10.3936,196.518,17.3632,122.86838824694618,12.4104,181.3035,0,0
250,2,196.65,42.0,2.4,52.5,14.7136,122.7345,13.372,188.4225,8.9896,216.7305,9.1256,177.5025,13.1368,135.3765,13.5696,183.309,0,0
251,0,127.89390483856542,31.5,4.8,63.0,14.328,116.907,13.824,189.9765,9.380174600844192,188.832,8.716,158.214,17.0704,141.8235,12.52185326061181,166.278,2,0
252,3,119.03,94.5,11.2,42.0,14.6736,126.987,14.8544,172.935,10.2664,203.2275,9.5744,173.775,13.5256,123.1545,11.1208,193.158,3,1
253,2,134.1,31.5,8.0,73.5,13.344,125.706,12.6888,184.2645,9.4328,190.764,9.9208,163.128,15.8552,120.7815,13.2888,157.605,0,0
254,4,129.64,105.0,10.4,105.0,15.5296,130.4205,13.5032,208.6455,9.7632,197.6415,9.84,193.3575,16.984,145.635,11.9168,187.6665,1,0
255,4,140.89,94.5,9.6,21.0,13.5608,141.2145,13.6824,193.1685,8.0016,205.5165,10.3424,175.3815,15.0392,124.6665,12.8552,179.0355,1,0
256,0,54.55,42.0,8.8,31.5,13.6248,118.4715,12.9344,177.975,8.9928,209.307,9.3672,168.3885,15.4056,116.0355,13.2992,173.4285,2,0
257,3,100.4,0.0,7.2,10.5,14.2072,148.428,13.2576,180.9255,10.1344,210.735,8.7232,175.6545,14.1912,112.4445,11.2816,177.5655,3,0
258,3,181.51,189.0,9.6,105.0,13.9632,111.678,12.6912,167.8005,8.6704,199.78686732152738,8.4848,177.639,15.334764208456244,107.0895,12.52185326061181,191.772,3,0
259,0,113.13,84.0,6.4,10.5,13.2064,151.536,13.1048,173.7225,9.8288,206.136,9.143454445837396,166.9395,13.2048,88.914,11.7464,176.5365,2,0
260,3,98.28,189.0,8.8,52.5,13.2576,126.252,15.1752,173.733,10.5136,204.1725,8.6552,168.084,14.4824,117.6525,12.52185326061181,181.755,3,1
261,3,99.3,84.0,6.4,42.0,13.272,117.0855,14.1216,158.55,9.6272,186.249,8.5488,172.977,15.5312,118.293,11.4008,143.64,3,0
262,4,73.44,63.0,8.8,52.5,13.1,130.557,13.432,209.5065,9.5552,219.87,8.7256,161.826,16.036,108.507,12.2528,164.766,1,0
263,1,96.74,31.5,7.2,31.5,14.1096,123.165,14.364,191.604,11.3456,203.0805,9.6072,163.947,14.0624,134.8725,12.5656,155.946,3,0
264,2,127.89390483856542,84.0,9.6,84.0,15.552,131.6175,14.064,187.929,10.1624,203.8575,9.2888,171.3915,16.536,117.5475,12.52185326061181,171.8115,0,0
265,2,205.68,63.0,2.4,31.5,16.0776,107.058,15.6976,179.235,7.8328,198.954,8.4888,166.5825,15.5432,124.2885,13.456,168.5308173850917,0,0
266,1,177.09,84.0,2.4,10.5,14.2568,132.132,13.3832,193.7145,9.9152,195.8985,9.6576,166.74,14.3112,129.759,12.544,167.9055,3,1
267,4,111.83,115.5,5.6,42.0,13.98,127.05,13.8824,182.385,9.4008,183.7605,8.4136,188.328,15.5944,102.27,12.988,168.5308173850917,1,1
268,3,168.49,84.0,7.2,10.5,14.7752,120.8655,15.4512,183.8943132959058,8.6032,220.563,9.3576,168.735,13.0344,148.596,14.0504,215.7435,3,0
269,3,180.64,73.5,1.6,42.0,14.4664,134.4525,13.8936,187.383,9.380174600844192,203.9835,9.9408,165.711,15.334764208456244,116.2455,12.3688,183.876,3,0
270,3,85.28,42.0,15.2,157.5,13.1,113.9355,13.7384,169.1025,10.292,188.601,8.5584,180.369,13.7416,129.2655,11.2152,182.2065,3,0
271,4,63.74,73.5,12.0,52.5,14.344,118.2615,13.4568,179.6655,9.3704,195.6465,8.9024,174.657,14.492,117.054,12.7352,164.556,1,0
272,1,72.96,126.0,2.4,10.5,14.5152,125.979,12.924,187.1835,9.3152,210.2205,9.6792,175.8645,14.6112,124.152,12.6856,160.4925,3,0
273,3,189.29,84.0,4.0,21.0,14.8328,126.1995,13.8296,197.064,11.6704,215.5125,11.208,167.5905,16.3872,131.355,12.52185326061181,165.1545,3,0
274,2,118.82,10.5,9.6,115.5,14.5744,123.501,14.4176,162.3195,10.0464,210.1995,8.796,184.2225,16.0368,147.0945,12.392,164.325,0,0
275,1,123.06,73.5,1.6,21.0,13.3864,130.893,14.16,184.884,9.1176,202.566,9.0184,176.379,16.8968,157.0905,12.4536,168.5308173850917,3,1
276,0,171.49,31.5,5.6,168.0,13.336,103.845,14.2552,198.66,8.568,197.253,8.948,154.9695,14.7456,122.86838824694618,13.0136,165.375,2,0
277,1,186.68,115.5,4.0,94.5,15.2792,119.91,14.3904,192.822,9.936,198.7545,9.6888,162.897,15.6504,137.6025,13.4352,168.5308173850917,3,0
278,3,135.13,157.5,6.4,115.5,14.8704,134.3265,14.3584,193.9875,8.4608,200.592,10.5624,169.2395625349097,12.4032,142.5165,12.6432,151.5045,3,0
279,1,95.33,126.0,4.0,52.5,14.241585379434216,108.717,13.6672,184.779,9.0536,213.927,8.3576,168.7035,17.0928,118.272,11.9552,193.368,3,0
280,1,105.5,178.5,2.4,63.0,15.3744,125.4855,14.012,185.7135,11.008,215.607,9.143454445837396,186.4695,15.3384,99.7185,11.9976,174.069,3,0
281,2,100.81,105.0,8.8,84.0,14.4192,128.583,11.9648,176.1585,9.380174600844192,190.5015,8.6656,148.722,14.2432,123.228,12.0576,171.36,0,0
282,3,123.59,94.5,1.6,73.5,14.9528,111.5835,13.5888,179.8125,9.08,190.2075,9.9504,166.866,13.7104,102.7845,12.6152,183.6765,3,0
283,2,189.83,52.5,5.6,105.0,13.6296,124.9815,12.8152,183.162,9.7912,209.013,8.8152,175.413,13.9976,125.5275,10.5216,172.7775,0,1
284,0,77.59,84.0,6.4,31.5,13.208,123.2073365962834,13.9312,183.8943132959058,9.9624,175.392,7.7616,166.929,17.44,104.202,11.8824,183.0045,2,0
285,1,131.84,84.0,4.8,94.5,15.2896,135.093,11.2648,154.749,9.7976,211.617,8.4728,182.1015,16.4248,116.8335,12.0704,184.38,3,1
286,4,139.2,105.0,8.8,126.0,13.9992,127.9215,12.8944,189.7875,10.368,184.2645,8.9024,164.724,14.6088,135.786,12.7744,179.634,1,0
287,1,193.83,42.0,8.0,21.0,14.576,113.757,13.9832,180.9885,8.8056,196.875,9.6344,161.3745,16.5016,89.859,12.8248,179.97,3,1
288,3,168.67,31.5,11.2,136.5,14.0464,129.255,12.5872,173.3025,10.0024,197.652,10.1776,166.74,14.1184,125.181,12.3032,187.971,3,1
289,4,204.79,84.0,10.4,105.0,14.348,101.3145,14.272,182.196,10.9088,215.2815,9.344,173.5125,15.0984,105.2415,11.8568,168.819,1,1
290,0,138.64,73.5,7.2,105.0,14.344,112.539,13.2912,191.415,9.5896,201.768,8.68,164.157,17.9568,144.585,11.6424,137.8965,2,0
291,3,169.6,147.0,8.0,21.0,14.9624,122.577,13.372,204.6975,9.968,211.953,9.888,175.308,15.6848,107.583,12.1856,158.5395,3,0
292,3,137.42,73.5,6.4,94.5,13.8016,126.5985,14.3016,185.9655,9.7504,211.4595,9.3128,166.362,17.048,152.523,13.32,137.361,3,0
293,0,90.93,52.5,5.6,42.0,13.96,100.947,12.5096,178.4475,9.684,205.9785,9.2056,150.318,16.9832,101.871,12.212,172.893,2,0
294,0,104.04,63.0,9.6,42.0,13.5504,133.686,14.8768,198.3975,8.4504,192.885,9.143454445837396,170.3835,15.136,109.6935,11.6168,162.8025,2,0
295,1,124.2,105.0,10.4,73.5,14.7384,118.986,14.3864,184.128,9.404,195.72,9.143454445837396,174.825,16.9664,116.193,12.6712,187.341,3,1
296,1,227.7,52.5,4.0,73.5,12.8224,102.186,13.2032,164.493,10.1448,188.0025,9.6952,163.2435,18.0112,130.1055,12.448,168.5308173850917,3,0
297,0,115.13,84.0,4.8,115.5,14.2832,106.05,12.896,168.399,9.3792,205.5585,9.548,156.0825,16.4072,127.9215,13.3024,175.3185,2,0
298,2,128.61,10.5,9.6,115.5,13.4872,153.6255,14.78,170.52,9.3712,190.029,9.036,158.424,13.8496,112.728,12.8104,164.64,0,0
299,3,76.4,115.5,6.4,21.0,14.6088,100.9575,14.2744,168.294,9.3024,193.1895,9.108,182.5845,14.012,120.3405,13.0936,195.1425,3,1
300,3,90.44,10.5,9.6,42.0,14.5032,122.472,11.6272,189.378,9.1136,186.648,8.9752,168.7245,14.9112,132.657,12.8304,207.963,3,0
301,0,154.75,21.0,6.4,21.0,13.0744,135.996,13.4424,181.2615,8.7808,203.385,8.3192,153.9405,15.7704,123.312,12.52185326061181,168.252,2,0
302,0,89.03,10.5,8.8,10.5,13.384,123.7425,13.484,183.8943132959058,9.380174600844192,211.659,8.5752,169.2395625349097,14.7736,97.44,12.1664,147.798,2,0
303,2,127.89390483856542,73.5,7.2,105.0,14.712,108.465,12.668,191.058,9.4224,199.78686732152738,8.4816,182.364,14.492,133.5915,13.8768,185.304,0,1
304,3,129.17,52.5,4.0,105.0,14.3424,131.6385,12.82,200.802,8.7824,221.6865,8.4728,164.6505,14.5248,132.9615,12.0848,173.418,3,0
305,0,129.76,42.0,5.6,63.0,15.5248,131.313,13.9536,174.489,8.9896,192.192,8.8264,155.148,15.8672,122.86838824694618,13.0304,155.6625,2,0
306,1,110.14,189.0,2.4,52.5,13.5592,124.0785,13.9776,205.653,10.6864,185.4405,10.012,173.9115,14.0168,136.5105,12.2432,181.398,3,0
307,0,102.06,0.0,14.4,10.5,12.7904,125.8005,13.0608,171.0555,8.7944,199.9305,8.8128,165.5535,15.0856,90.5415,12.3072,152.586,2,0
308,3,124.34,105.0,10.4,136.5,14.1536,127.407,13.7096,175.1925,8.312,192.2025,9.9376,155.9565,15.5904,115.1535,12.6888,176.2215,3,0
309,3,133.93,21.0,10.4,63.0,13.6048,127.743,14.1168,173.7435,9.8288,186.942,9.5848,172.0425,16.1968,143.136,12.4088,172.599,3,0
310,3,164.53,84.0,6.4,115.5,15.8592,121.4115,14.8808,200.361,9.8752,190.218,9.4008,167.496,15.334764208456244,99.225,12.1528,175.1715,3,0
311,4,273.93,63.0,9.6,157.5,15.5808,129.5385,12.3736,188.013,9.4064,226.2435,9.0312,151.7145,16.2576,122.86838824694618,12.9336,145.5825,1,1
312,2,177.84,63.0,5.6,105.0,14.5992,137.172,14.2976,177.2505,8.8384,211.5855,8.3688,186.9105,16.8824,109.0005,12.5104,164.7135,0,1
313,0,107.37,52.5,8.0,63.0,16.9128,129.003,13.69768284260269,183.834,8.7896,199.78686732152738,10.9488,147.2835,14.9568,126.84,11.8368,176.5575,2,1
314,4,88.4,126.0,8.8,84.0,14.7104,111.3945,12.3368,181.272,9.132,183.624,9.9896,150.234,15.9912,103.8345,13.1232,160.1145,1,0
315,0,139.63,52.5,8.8,42.0,14.312,133.0035,13.428,180.558,9.3336,175.308,8.2792,153.3945,15.334764208456244,109.137,12.5464,177.4815,2,0
316,1,158.95,105.0,0.8,84.0,14.5896,135.6285,12.9736,196.2345,10.1288,193.8615,9.6264,177.345,15.334764208456244,126.105,13.2752,148.7535,3,0
317,3,92.67,157.5,10.4,52.5,15.66,119.4165,14.0376,182.0175,8.6856,199.3425,9.404,178.395,16.3688,144.018,11.752,158.7075,3,0
318,4,159.18,52.5,14.4,94.5,13.7024,131.019,13.0,193.7355,9.6528,202.461,8.8008,168.189,15.116,122.86838824694618,12.0376,167.076,1,1
319,3,193.93,52.5,5.6,73.5,14.241585379434216,110.1345,13.5312,188.8425,9.7528,198.849,9.1064,178.1745,13.3512,123.1125,11.0504,189.6195,3,0
320,2,278.95,73.5,4.8,115.5,14.24,121.59,12.4144,194.0715,10.3384,225.561,7.444,198.9435,18.0368,137.2035,11.1368,184.7055,0,1
321,1,109.73,136.5,0.8,21.0,14.4224,140.511,13.0712,163.8735,9.364,205.401,9.1768,169.659,17.992,122.892,12.8008,187.782,3,0
322,2,137.62,31.5,9.6,94.5,15.4008,132.531,13.2864,207.249,11.04,203.448,7.7536,168.2835,11.572,108.3915,11.1904,172.3575,0,0
323,2,118.03,63.0,7.2,63.0,13.7584,143.4825,14.0536,184.695,10.9352,197.4945,8.4352,182.427,13.6464,111.006,14.016,166.5195,0,1
324,3,122.76,52.5,9.6,42.0,13.072,137.1195,13.5904,192.4125,10.1776,190.302,10.1984,176.3265,17.0504,143.535,12.8968,163.3485,3,0
325,1,98.18,63.0,5.6,63.0,14.7168,119.5005,13.992,171.0345,9.6496,216.3105,8.0336,151.368,14.5448,98.784,12.132,175.245,3,1
326,2,112.21,42.0,7.2,42.0,14.1632,139.7025,13.5256,180.18,8.396,198.3345,8.9952,148.806,17.012,134.61,13.8584,168.126,0,0
327,3,147.4,126.0,4.8,10.5,13.5208,124.53,14.2872,194.0715,9.380174600844192,206.4405,9.6464,159.642,16.2928,87.297,12.52185326061181,163.6845,3,0
328,3,158.18,73.5,6.4,31.5,14.4704,122.6715,14.192,171.381,8.3096,197.3265,9.1816,164.766,16.1592,109.6305,12.1336,161.3325,3,0
329,4,110.36,84.0,11.2,105.0,15.3888,125.622,13.5336,182.4165,10.6704,197.2005,8.6112,184.17,15.084,146.3595,11.4968,155.7465,1,0
330,3,80.86,63.0,4.8,136.5,13.212,116.4975,13.396,188.937,10.1856,206.451,10.136,158.823,13.5168,106.3755,12.152,183.4035,3,0
331,4,125.87,42.0,7.2,42.0,14.6224,124.5825,14.2488,178.143,8.8744,174.6045,9.143454445837396,228.4905,16.0848,139.6395,11.8624,188.6325,1,0
332,0,149.63,73.5,5.6,52.5,13.688,125.0235,14.216,172.3785,10.156,183.9495,8.532,177.135,15.5712,108.2235,12.876,170.8665,2,0
333,2,121.58,31.5,8.8,94.5,14.7848,126.4725,13.4776,183.8943132959058,9.4944,196.14,10.6624,162.372,14.4312,130.1475,11.5848,168.5308173850917,0,0
334,2,104.51,63.0,5.6,52.5,14.4728,132.216,14.2544,169.68,8.5768,198.1665,9.2544,186.144,13.4928,126.21,12.5944,171.8115,0,0
335,1,67.92,94.5,7.2,115.5,13.3104,112.5495,13.5464,192.7275,10.3864,191.5095,9.3656,167.1075,15.7776,134.0115,12.7672,182.49,3,0
336,3,93.53,21.0,7.2,21.0,14.472,120.708,14.3856,173.5755,8.5024,190.1445,7.9352,156.8385,15.8184,139.86,11.5016,160.692,3,0
337,1,70.51,52.5,5.6,63.0,12.9328,123.2073365962834,13.508,181.524,9.3184,198.66,7.8544,176.2845,16.6504,130.746,13.1632,186.7845,3,0
338,3,104.59,73.5,10.4,63.0,14.1616,128.1315,13.69768284260269,203.1225,9.1088,204.183,10.3624,169.2395625349097,12.8272,111.09,12.2432,187.4985,3,1
339,4,123.06,31.5,7.2,52.5,13.3048,108.255,14.6328,173.859,9.0344,216.5835,8.7504,142.6845,15.334764208456244,125.559,13.7808,149.331,1,0
